pdf,page,category,confidence,text
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,6,installation,0.4667,"Fancoil AH Series Manual Pag. 6 of 44 Rev. 20210428 2.1.4 RESPONSIBILITY FRIGOMAR S.r.l. disclaims any liability for damage to people, animals or property resulting from the installation, use or maintenance improper of the product, or due to failure of compliance with standards and directives mentioned in this manual. 3.0 PACKAGING AND IDENTIFICATION The packaging is made of suitable materials to protect the machine from the stress of transport and handling. All units are delivered complete and in perfect condition, however, to control the quality of transport services, check the following: • Upon receipt check if the box is damaged, if that is the case, accept the goods with reservations and keep photographic evidence of any damage found. • Unpack and check the presence of the individual components. • Check that all components have not been damaged during transport. IMPORTANT!"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,6,installation,0.4,"Lift the unit by the upper dedicated handles avoiding to catch it in sensitive parts such as tubing and air adapters. When the load is lifted off the ground stay away from below and surrounding area. During transport operations respect the symbols on package and avoid to place in a vertical position the product. In fact, the refrigerator compressor is mounted on vibration dampers, and there may be a shift of the compressor or piping connecting outside their seats. Each product is identified by a label as below : Not dispose of, abandon or leave within the reach of children packaging materials (cardboard, staples, plastic bags, etc..) as it can be a potential source of danger."
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,7,technical_specs,0.9,Fancoil AH Series Manual Pag. 7 of 44 Rev. 20210428 4.0 NOMINAL TECHNICAL FEATURES AH series is composed by 5 sizes of fancoil units. In the table below we can resume the principal nominal technical features: FANCOIL MODELS AH1 AH3 AH5 AH7 AH9 Cooling capacity (Btu/h) 5000 9000 12000 18000 28000 Heating capacity (Btu/h) 5000 9000 12000 18000 28000 Max. water inlet temperature (°C) 50 50 50 50 50 Min. water inlet temperature (°C) 4 4 4 4 4 Ductable till (m) 3 3 3 3 3 Air outlet (mm/inch) 1x Ø101 / 4 1x Ø127 / 5 1x Ø127 / 5 2x Ø127 / 5 2x Ø127 / 5 Power supply 230V -1ph - 50/60Hz 230V -1ph - 50/60Hz 230V -1ph - 50/60Hz 230V -1ph - 50/60Hz 230V -1ph - 50/60Hz Water pipe connections G 1/2”M G 1/2”M G
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,7,general_information,0.2,"1/2”M G 3/4”M G 3/4”M Water side Left and Right Left and Right Left and Right Left and Right Left and Right Standard water side Left Left Left Left Left Drain discharge (mm/inch) Ø16 / 0,63 Ø16 / 0,63 Ø16 / 0,63 Ø16 / 0,63 Ø16 / 0,63 Drain discharge possible positions 4 positions 4 positions 4 positions 2 positions 2 positions Default drain discharge positions 2 x Back 2 x Back 2 x Back 2 x Back 2 x Back Adjustable feet (mm/inch) 0÷10 / 0÷0,39 0÷10 / 0÷0,39 0÷10 / 0÷0,39 0÷10 / 0÷0,39 0÷10 / 0÷0,39 Length (L) (mm/inch) 360 / 14,17 400 / 15,75 400 / 15,75 665 / 26,18 665 / 26,18 Deep (D) (mm/inch) 285 / 11,22 291 / 11,45 307 / 12,08 294 / 11,57 310 / 12,20 Height (H) (mm/inch) 225 /"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,7,maintenance_service,0.5,"8,85 305 / 12,00 380 / 14,96 305 / 12,00 355 / 13,97 Weight (kg/lbs) 5 / 11,02 6,5 / 14,33 7 / 15,43 12 / 26,45 13,5 / 297,62 Enviromental operating conditions Maximum ambient operating temperature 45°C (113°F) If needed Higher temperatures please contact Frigomar Service. SINGLE FAN MODELS AH1, AH3, AH5 DOUBLE FAN MODELS AH7, AH9"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,8,installation,0.7,"Fancoil AH Series Manual Pag. 8 of 44 Rev. 20210428 5.0 INSTALLATION A circulated water system will only perform as well as the quality of the installation. This consists mainly of plumbing and wiring, which can be handled by most boatyards. Each aspect of the installation should be thoroughly planned to minimize time-consuming mistakes and maximize performance. Read carefully this manual before starting with the installation. 5.1.1 FIXING AND LEVELING THE UNIT The fan coil unit must be securely mounted to a strong, unmoving structure. The fan coil unit will tip with the boat when the boat tips, but when the boat is level, the fan coil unit must also be level. 5.1.2 ELECTRIC CONNECTION BOX FIXING The electrical connection box must be fixed near the machine with a maximum distance of 1m. It can be fixed to the wall"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,8,maintenance_service,0.5,"or to the floor (as long as it is not in floodable areas). It is important to fix it in easily accessible areas avoiding excessive proximity to the parts of the machine subject to inspection or maintenance such as the fan and the air filter. 5.1.3 DUMPERS AND DRAINS Units must always be secured to a rigid, massive structure, even if vibration is seldom an issue for these kind of products. Each unit has 4 Dumpers (Silent block) assembled. If necessary they can be used as height-adjustable feet. These Dumprers infact could be screwed and unscrewed to adjust the machine’s slopes for a maximum height of 10mm. Please be sure that the machine’s inclinations are in favor of the disposal of condensate drain. Unit’s fixing hole locked on the dampers"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,9,installation,1.0,Fancoil AH Series Manual Pag. 9 of 44 Rev. 20210428 Here below some installation examples: Condensate drain towards the rear Condensate drain towards the front Front Rear Condensate drain direction Front Rear Condensate drain direction Condensate drain towards right side Left side Right side Condensate drain side
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,10,maintenance_service,0.625,"Fancoil AH Series Manual Pag. 10 of 44 Rev. 20210428 Drains: The drains must always be connected to the drain hose. It is possible to choose the condensate drain position from 4 possible positions for the models AH1, AH3, AH5 and 2 possible positions for the models AH7, AH9 5.1.4 ACCESSIBILITY Select a location that allows good access for service, visual inspection, and removal of the unit. It is especially important to make sure that the filter can be conveniently replaced. The 3-way valve, electric heat, manual thermal overload (for units with electric heat), blower, bleeder, duct connection, water connections, and the service ball valves (supplied by the installer) must all be accessible for service. 5.1.5 AVOID CONDENSATION Most fan coil units only have 5mm of insulation. They will perform better, make less condensation, and look better longer if they"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,10,general_information,0.2,"are located in a semi-conditioned space. If possible, avoid putting them in places where the exterior of the fan coil unit will be exposed to outside air or air from saunas or showers. Note that engine rooms usually have large ventilators, exposing everything in the engine room to outside air. Right side Condensate drain towards left side Left side Condensate drain side Drains for AH1,AH3,AH5 models Drains for AH7,AH9 models"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,11,safety,0.5,"Fancoil AH Series Manual Pag. 11 of 44 Rev. 20210428 5.1.6 FREEZE PROTECTION These units are designed to operate indoors. Exposure to sub-freezing ambient air may freeze the coil if adequate precautions are not taken. When possible, avoid the situation entirely by not exposing the fan coil unit to sub-freezing temperatures. 5.1.7 MINIMIZING AUDIBLE NOISE Air movement causes noise. Thus, a certain amount of noise is an unavoidable consequence of any air-moving device. The more air is moved, the lower the noise will be. However, some ways of moving air cause less noise than others. KEY PRINCIPLES • Rigid, heavy materials tend to reflect airborne noise. Soft, THICK materials tend to transmit a small fraction of the noise passing through them. Thus, these two types of material tend to work well together, especially when layered. The (first) layer of soft"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,11,general_information,0.2,"material should be set between the noise source and the heavy, rigid layer. • In general, anything that causes turbulence or restriction is likely to create noise. Exception: There are sound absorbing boxes and duct configurations that are restrictive, but their net effect is to REDUCE the transmitted noise. A good example is the return-air arrangement described below. • Sharp transitions tend to create more noise than smooth transitions. • Straight duct tends to create less noise than bends. • A gradual bend (large radius) in the duct tends to create less noise than a sharp bend (small radius). PRACTICAL SUGGESTIONS • Vibration: Transmission of vibration generated by fan coil units is rarely if ever an issue. But, make sure the fan coil unit is securely fastened to a rigid, massive structure. If vibration isolators are included with the fan"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,11,general_information,0.2,"coil unit, use them. Aside from that, focus on airborne noise. • Multiple units: For noise-critical spaces, multiple small units may be better than one large unit. Smaller units move less air. More diffusers usually mean less ""throw"" is required. Ductwork tends to be shorter and simpler. It will usually be easier to oversize the duct. • Return-air grilles: Putting the unit close to the return-air grille is usually a good idea. But if noise is critical, it may be better to put it at a slight distance. Airborne sound likes to travel down a short, straight path with heavy, rigid walls that channel the noise. So, make the distance long. Include one or more 90-180° changes of direction. Use heavy, rigid walls to keep the noise from escaping, but line these walls with a soft, sound-absorbing material. Cautions: Be"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,11,maintenance_service,0.6667,"sure the unit is drawing its air from the space to be conditioned. Be sure that the return-air path is generously sized. (The cross- sectional area at every point in the return-air path should be at least as large as the minimum return- air grille size. Any restriction here will adversely affect the units airflow and performance, and will tend to cause air to be drawn in from undesirable places.) Be sure the unit is still accessible for service and removal. Be sure that the materials you use are suitable from a flammability and smoke-generation standpoint. The filter can be remote from the unit, but be sure that air cannot bypass the filter. Be sure the filter is readily replaceable. • Duct length: Most fan coil units should have at least 1.5m of duct. This length reduces motor Wall (transparent"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,12,general_information,0.2,"Fancoil AH Series Manual Pag. 12 of 44 Rev. 20210428 noise and blower vane tip noise transmitted to the space. • Bends: ONE 90° bend in the supply duct is desirable, because it will attenuate noise that was generated upstream. It should be downstream of the unit and any transition boxes. Each additional elbow will provide successively decreasing noise attenuation, and the benefit of any additional noise attenuation is usually outweighed by the additional noise generated by the restriction. • Blower speed: Do not use duct work or diffusers to reduce airflow. This will create noise. Instead, reduce the blower speed. • Experiment: The more realistic the relevant conditions are, the more significant the results will be. Some top-quality yacht builders routinely assemble mock systems outside the vessel. They can easily modify it and try different things because it is"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,12,installation,0.5,"not installed in a boat. They know how well a given duct design will work BEFORE they install it, perhaps even before the layout of the boat is finalized. 6.0 AIR DISTRIBUTION 6.1.1 THERMAL INSULATION Good air flow is critical for the performance of the entire system. It is highly dependent on the quality of the ducting installation. The ducting should be run as straight, smooth and taut as possible. Minimize the number of bends. Most duct should have at least 25mm polyester or equivalent insulation. Duct in very hot spaces, such as above or in front of a flybridge, should have 40mm insulation. Return ducts in semi-conditioned spaces do not require insulation unless there is reason to believe the temperature in a given space may be more than 5° warmer than the return duct. The most critical feature is"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,12,troubleshooting_repair,0.5,"that the supply duct be adequately insulated. This not only keeps the supply air cold, but it prevents condensation from forming. Do Not Compress: Do not compress the insulation. For example, do not use tie wraps or wire to support insulation. The localized compression will cause poor performance, condensation, and eventually damage the insulation. Use broad straps to support the duct. Ideally, support for flex duct should wrap around the bottom half of the duct, and should be at least 6"" long. This will spread the weight out so the insulation will not be pinched. Vapor Barrier: Insulation always needs a vapor barrier to effectively prevent condensation. This means that the outer surface of the insulation must be impenetrable to water vapor. For example, if the outer surface of a piece of flex duct is torn, water vapor can enter."
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,12,installation,0.5,"As the water vapor migrates through the fiberglass, it will eventually come in contact with the cold inner lining of the duct. Condensation will form, and the duct will soon be saturated with water. Thus it is important to maintain an air-tight vapor barrier around the insulation. Location of the vapor barrier is also critical. The insulation must be between the vapor barrier and the cold surface. Sealing Duct: Various aluminum backed tape and mastics are specifically made for sealing duct. Use them liberally. Note that both require clean, dry surfaces. Most fiberglass insulation requires a separate vapor barrier. Most flex duct includes a vapor barrier jacket on the outside. Rigid fiberglass usually has an aluminum paper vapor barrier on one side."
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,13,installation,1.0,"Fancoil AH Series Manual Pag. 13 of 44 Rev. 20210428 6.2.1 FAN ROTATION To make easier the duct installation operations, the fan can be rotated from standard vertical position for at least 180° (see figure above). To release the rotation it is necessary to loosen the screw of the fan support flange. After defining the correct position of the fan it is required to lock it again with its screw. 6.2.2 ATTACHING FLEX DUCT TO MOUNT RING 1. Pull back the fiberglass insulation exposing the inner duct hose. 2. Slide the inner duct hose around the mount ring until it bottoms out. (The ""mount ring"" is the plastic ring on the discharge of the unit.) 3. Secure the hose to the mount ring with a screw metal clamp. 4. Wrap duct tape around the ducting and ring joint to prevent"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,13,installation,1.0,"any air leaks. Do NOT use mastic on the fan coil unit, because it will make servicing the unit difficult. 5. Pull the insulation back up over the mylar to the base of the ring and again secure with duct tape. 6.2.3 OVAL DUCT RINGS The oval Ø150mm duct ring is available only for AH3,AH5,AH7 and AH9 models (with Ø120mm air outlet flange), can be fitted as additional diameter expansion adapter (oval shape), which must be fixed by a metal clamp. For its right installation, to facilitate the fan movement it is important that the narrowest axes of the oval shape is perpendicular to the fan rotation axis. 150mm oval duct ring Metal clamp 120mm round air outlet flange"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,14,installation,0.3333,"Fancoil AH Series Manual Pag. 14 of 44 Rev. 20210428 6.2.4 DUCT INSTALLATION CRITICAL: Ducting MUST be installed BEFORE other systems. Otherwise, conduit, wiring, plumbing, etc. will prevent the duct from going in properly. The resulting compromises will decrease performance and increase noise. All ducting should: • Be appropriately sized for each application. • Run as smoothly and be as taut as possible. • Have as few bends or loops as possible. • Be securely fastened to prevent sagging during boat operation. • Have all excess ducting lengths trimmed off. • Not be flattened or kinked. • Be appropriately insulated, especially in hot or humid spaces (hull side, mechanical compartments, fly bridge ceilings, etc.)"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,15,technical_specs,0.6667,"Fancoil AH Series Manual Pag. 15 of 44 Rev. 20210428 6.2.5 SIZING OF DUCTS, GRILLES AND PLENUMS The design of a proper supply-duct system begins with the outlet from the blower. The ring sizes are designed to keep the footprint small but still keep the air velocity and frictional pressure drop relatively low. Reducing the blower ring size will create higher air velocities. Higher air velocities will increase pressure drop and noise. Increased pressure drop will reduce the overall airflow (m3/h) and the heating or cooling capacity of the unit (BTU/h). Table below is only a guide. Larger duct size may be needed when the duct runs are longer than 20 feet (6 m), have more than three 90° bends, or have a transition box. In such cases, increase the duct size shown by one inch. FREE AREA Free area"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,15,technical_specs,1.0,"is the area NOT occupied by the vanes of the grille. Free area is the total cross -sectional area through which the air can actually pass. For some grilles, especially some ""linear diffusers"", the free area may be considerably less than the face area of the grille. CALCULATING AREA 1. The area of a square or rectangle in square inches: Multiply the length (in inches) by the width (in inches). 2. The cross- sectional area of a round duct in square inches: The radius equals half the internal diameter. Multiply the radius (r) by itself (r2), and multiply that number by 3.1416 (pi). The result is the cross-sectional area of the duct. Table: System Ventilation Sizing Model AH1 AH3 AH5 AH7 AH9 Duct Diameter (mm/inches) 101 / 4 127 / 5 127 / 5 2x 127 / 5 2x 127"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,15,general_information,0.2,"/ 5 Duct Area (mm2/sq inches) 8100 / 12.6 12600 / 19.6 12600 / 19.6 2x 12600 / 19.6 2x 12600 / 19.6 Return air grill, free area (mm2/sq inches) 45000 / 70 50000 / 78 60000 / 93 100000 / 155 14000 / 217 Supply air grill, free area (mm2/sq inches) 35000 / 54 40000 / 62 50000 / 78 90000 / 140 2x 60000 / 93 6.3.1 TRANSITION BOXES The total outlet area of a transition box should be at least equal to the inlet area. The inlet area should be at least equal to the area of the inlet duct. 6.3.2 PLENUMS Built-in air plenums should be constructed to deliver proper airflow and minimize air noise. Plenums should be fully pressurized by the air delivery through the duct work and incorporate diffusers when necessary to create an"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,15,troubleshooting_repair,0.3333,"even flow across the entire surface of the supply grille or outlet. The cross sectional area of the plenum should be equal to or SLIGHTLY greater than that of the supply duct. Undersized plenums create air turbulence and noise. Oversized plenums do not pressurize sufficiently and cause low discharge air velocity. Plenums, especially those made of wood, must be properly insulated. Wood is permeable to water and water vapor, and should be sealed to prevent delamination."
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,16,troubleshooting_repair,0.3333,"Fancoil AH Series Manual Pag. 16 of 44 Rev. 20210428 6.3.3 RETURN AIR DUCT We do not recommend return-air duct. If done, then it should be as unrestrictive as possible. The return- air duct should be AT LEAST 2"" (50mm) larger in diameter than the supply. 6.3.4 SUPPLY AIR GRILLES • Locate the supply-air grille as high as possible. Air should flow gently across the ceiling of the cabin to form natural convection currents with the cool supply air falling and forcing warm air through the return-air stream or up to the ceiling to mix with the cooler supply air. Failure to deliver the supply air high can result in stratification of the air, causing cooler temperatures near the floor and warmer temperatures near the ceiling. • Do not let air from the supply-air grille immediately travel to the return-air"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,16,maintenance_service,1.0,"grille. This is known as ""short cycling"", and it will result in poor performance and inadequate air conditioning. 6.3.5 RETURN AIR GRILLES • Locate the return-air grille as low as possible. • The return-air grille should be very close to the fan coil unit to provide minimally restricted airflow to the coil. • If a filter is put in the return-air grille, then it is important to force ALL the air going to the unit to go through that filter. Carefully seal up all gaps where air might bypass the filter. If a filter is NOT put in the return-air grille, then the filter must be attached to the fan coil unit. • The return-air grille must be appropriately sized or it will restrict the airflow. 6.3.6 EXCESSIVE AIR VELOCITY If the air velocity at the coil is too high,"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,16,alarms_controls,1.0,"droplets of water can be stripped off the coil and blown into the duct. Adjust the fan coil unit controls as necessary to limit the maximum air velocity across the coil. The actual setting required will depend on many things, especially the restrictiveness of the duct. For this reason, it is not possible to determine the ideal setting until the unit is installed. Do not allow the velocity of the air to exceed 500 fpm (2.5 m/s) across the coil at any point. Use a vane anemometer to measure the velocity at the coil."
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,17,maintenance_service,0.3333,"Fancoil AH Series Manual Pag. 17 of 44 Rev. 20210428 7.0 CIRCULATING WATER SYSTEM 7.1.1 SERVICE VALVES Ball valves are required before and after each fan coil unit (see Figure below). Always use full-flow ball valves. The ball valve for a fan coil unit should be full port ½” for all fan coil units AH1,AH3 and AH5. Fan coil units AH7 and AH9 should be ¾” full port. Diagram of Fan coil unit Piping and Service Valves 7.1.2 HOSE Flexible, reinforced hose between the service valve and the unit will isolate vibration. Hose to a fan coil unit should match the hose-barb that comes with the fan coil unit. Each hose connection should use double/reversed stainless steel hose clamps. 7.1.3 WATER FLOW DIRECTION Note the arrows on the unit indicating direction of water flow (see also the previous diagram). Reversing"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,17,cooling_water,0.6364,"the flow can cause a number of problems, such as reduced performance and air lock. In this case we must to follow the coil’s water collectors so, with water connections on left side the water enters high and exits low; with water connections in the right side the water enters low and exits hight. Fresh water inlet /outlet Ø1/2” or Ø3/4” M HOSE CONNECTORS (ON REQUEST) BALL VALVES (AT SHIPYARD CARE) HOSES (ON REQUEST) HOSES (ON REQUEST) AIR OUTLET AIR INLET"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,18,safety,0.5,"Fancoil AH Series Manual Pag. 18 of 44 Rev. 20210428 7.1.4 CONNECTION Always be sure to double-check connections (especially hose clamps) for correct placement and tightness. If possible, double hose clamps should be used at every hose connection for redundant protection against leaks. The hose clamp screws should be located opposite one another. 7.1.5 3-WAY VALVE INSULATION 3-way valve must be insulated with the apposite insulator shell supplied. Once connected the valve is very important to close the shell very carefully . Our recommendation is not use cable ties but use 3 pieces of adhesive tape so as not to stress the material too much, as shown in the side figure. 7.1.6 AIR BLEEDERS Provision must be made to remove air from the system. All fan coil units include bleeder valves. AH series bleeder valves are installed on a flexible"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,18,cooling_water,0.75,"pipe connected to the top of the water coil heat exchanger. This facilitates the air bleeder operations even in the units positioned in the most confined spaces. Note: that when air is bled from the system, water will usually be released also. The water may be collected in a sump or a bucket or directly in the condensate water pan. Plan ahead to avoid a mess. Once the operation has been completed it is advisable to lock the bleeder valve with a clamp to the collector of water coil heat exchanger in order to avoid noising vibrations. 7.1.7 STRAINER Strainers are mandatory in the condenser/seawater circuit AND in the circulated water circuit. Failure to follow these guidelines will void the warranty! The circulated water strainer should be a 20 -mesh ""Y-strainer"". Finer meshes will clean the system better, but they"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,18,maintenance_service,0.75,"are likely to need cleaning too often and thus become a nuisance. More open meshes must not be used because they will not adequately protect the components. 7.1.8 CLEANLESS • Clean Coils: Boat yards are often very dusty places, especially while a boat is being built. This dust can quickly clog a fan coil unit coil if precautions are not taken. The safest thing to do is to put a piece of cardboard in front of the coil for protection, and do not operate the fan coil unit until the boat is finished. However, it is usually necessary to run the fan coil units during construction. If so, use a good quality, disposable filter. This will keep the coils looking new. Be sure to remove and replace those filters as needed and before delivery of the boat to the customer."
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,18,maintenance_service,0.75,"• Clean Water: Be sure the water going to the fan coil units is clean. When the boat is first constructed, or if much piping is changed, the circulated water system should be thoroughly flushed. Short-circuit the fan coil unit's service ball valves so that no water flows through the fan coil unit during this process. And, include a 20-mesh strainer. The chiller manual describes these requirements in more detail. 3-Way valve insulator Tape 1 Tape 2 Tape 3"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,19,operation,0.6667,"Fancoil AH Series Manual Pag. 19 of 44 Rev. 20210428 7.1.9 THERMAL INSULATION • When to insulate: Leak checking the system after everything is insulated is sure to create frustration. Before the leak check, it is OK to insulate straight lengths of pipe, but do not insulate the joints or fittings until AFTER the leak check. If there are any leaks, they will probably be at the joints or fittings. Having the joints and fittings still uninsulated will make the leaks easier to find and fix. After checking for leaks, insulate the joints and fittings. Any exposed pipe can sweat and cause water damage so it is very important to insulate the piping thoroughly. • Insulation material: We recommend closed cell insulation at least 3/4"" (20mm) thick insulation on the pipes. Piping through unconditioned space or other areas where the"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,19,installation,1.0,"dewpoint may exceed 74°F ( 23°C) will require thicker insulation. • Size: The internal diameter of the insulation should match the external diameter of the pipe. If the insulation is too large, air will get between the insulation and the pipe and create condensation that may run down the pipe and show up some place else. This condensation will be minimal if the air cannot circulate, but it is better to avoid it altogether by avoiding the air gap. If the insulation is too small, it will be difficult to install. If split insulation is too small, it may eventually split open. Taping the split insulation all around will prevent this. The ideal solution is un- split insulation that closely fits or is just a little snug. • Thorough: All piping should be thoroughly insulated to prevent condensation. Improper insulation"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,19,troubleshooting_repair,0.6667,"is a common problem with chilled water systems, and very difficult to find and correct, even after the water damage is noticed. A gap in the insulation will produce condensation on the pipes, which can run down inside the insulation to a different location. Insulation must be air tight. • Split insulation: If using split insulation, seams should be closed tightly, sealed with glue or tape. Completely wrapping split insulation with a sturdy cloth tape will also make it more durable and much less likely to split back open. All water fittings, connections, valves, etc. in the system should be well insulated, after the system is leak tested. • Do not compress: Do not compress the insulation. For example, do not use tie wraps on insulation. The localized compression will cause poor performance, condensation, and eventually damage the insulation. 7.2.1"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,19,maintenance_service,1.0,WATER CONNECTIONS INVERSION AH series are ready for the inversion of the water connections on the field.In the event one needs to invert the position of the hydraulic coil connections from the left side to the right side of the device please follow these steps: 1. Remove the air filter: - Push down the filter (inside the condensate d drain pan); - Pull the upper zone in order to release it from the locking fold of the box-blower cover; - Extract the filter and remove it;
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,20,installation,1.0,"Fancoil AH Series Manual Pag. 20 of 44 Rev. 20210428 2. Remove the box-blower cover: - Remove the M4 screws for box-blower cover fixing; - Pull up the box-blower cover and remove it; 3. Remove the water coil group: - Remove the M4 screws from the rear of the unit; - Push the water coil forward to release it from the box-blower; - Once released remove it; 5. Remove 3-way valve (A), air exaust flexible pipe (B), water plug (C) and hooking screws (D): - Remove the insulating shell from the 3way valve; - Unscrew the 3-way valve fixing unions taking care not to lose the gaskets; - Unscrew the flexible pipe taking care not to lose the gasket; - Unscrew the water plug; - Unscrew the 2 M4 hooking screws; A B C D 4. Rotate the water coil"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,20,general_information,0.2,"180° and reassemble 3-way valve (A), air exaust flexible pipe (B), water plug (C) and hooking screws (D): - Rotate the water coil 180° as shown; - Assemble the 3-way valve with its gaskets with the actuator facing up; - Assemble the insulating shell from the 3way valve; - Assemble the flexible pipe with its gasket; - Assemble the water plug; - Assemble the 2 M4 hooking screws (these screws must always screwed into the bottom of the coil); A B C D"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,21,installation,0.5,Fancoil AH Series Manual Pag. 21 of 44 Rev. 20210428 6. Remove the box-blower: - Remove fixing screws from the box-blower and the drain water pan; - Remove the box-blower; 7. Fix the box-blower: - Fix the box-blower in the fixing holes of the drain water pan with the screws removed in point 6; if the new position of the hydraulic connections is on the right side fix the box-blower in the leftmost holes of water drain pan; If new position is on the left fix the box blower in the furthest holes of drain water pan; 8. Fix the water coil group and box-blower cover: - Fix the water coil group with hydraulic connections on the opposite side with the screws removed in point 3; - Fix the box-blower cover with the screws ; 9. Replace the air filter:
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,21,maintenance_service,1.0,- Place the filter in front of the water coil; - Push the filter inside the condensate drain pan then leave it; he will get stuck in the fold of the box-blower cover;
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,22,installation,0.5,"Fancoil AH Series Manual Pag. 22 of 44 Rev. 20210428 8.0 CONDENSATE WATER WARNING Do not terminate condensate drain lines within four (4) feet of any outlet of engine or generator exhaust fumes, nor in a compartment housing an engine or generator, nor in a bilge, nor anywhere else containing hazardous fumes, unless the drain is connected properly to a sealed condensate or shower sump pump. Otherwise, those fumes may travel up the condensate line and contaminate living spaces. 8.1.1 ROUTING Connect the condensate outlets to proper tubing and route to an appropriate location such as an overboard fitting or sump. Do not permit condensate to puddle in the bilge. Be sure the condensate line follows a consistently downhill route free of loops, kinks, or upward bends. Air traps will prevent proper drainage. 8.1.2 TEE FITTINGS Most fan coil units"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,22,safety,1.0,"have at least two condensate drains. These may be connected together into a single drain line using a tee if a minimum 2"" (5.1cm) drop exists from the drains to the tee. 8.1.3 HEEL PROTECTION For installations on sailboats or any vessel that heels more than 15°, position fan coil units so that the condensate pans drain port and starboard. Note that most fan coil units have two or more drain connections. One drain connection should be on the port side, the other should be starboard. 8.1.3 CONNECTION Attach a 5/8"" (16mm) id reinforced hose to the connection provided and tighten with a single hose clamp. 8.1.4 THERMAL INSULATION Because the condensate water is cold, it will make the condensate plumbing cold, too. Thus, water can condense on the outside of the condensate plumbing if it is not insulated. This"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,22,technical_specs,0.3333,"is called ""secondary condensation"". This is why Frigomar always insulates condensate drain pans. In many applications, the condensate lines do not get cold enough and the ambient air is dry enough that little or no condensate occurs even on uninsulated condensate plumbing. However, we recommend 3/8"" wall closed cell insulation on the condensate plumbing as a precaution, especially if it must pass through unconditioned spaces. We also recommend to push the drain pipe insulator firmly against the condensate drain pan in order to isolate completely the hose nozzle connector. 8.1.5 TEST Test the condensate routing by pouring a liter of water into the pan and checking for flow. Drain pipe insulator Drain pipe Drain pipe Hose nozzle Drain pipe insulator Hose nozzle Drain pan Drain pan"
FANCOIL AH SERIES MANUAL REV20210428 1.pdf,23,electrical_wiring,0.6667,"Fancoil AH Series Manual Pag. 23 of 44 Rev. 20210428 9.0 ELECTRIC CONNECTIONS 9.1.1 ELECTRIC CONNECTION COMPONENTS The components that make up the electrical connection of the AH series fancoils are: • Motherboard box (A): it contains the motherboard. It can control up to a maximum of 4 units of models with single fan (AH1, AH3, AH5) and 2 units of models with double fan (AH7, AH9). It can be controlled by the display (default version) and also with other control systems as RS485, MODBUS-RTU and CANBUS. • Unit’s connection box (B): it is always connected to the machine and it contains the terminal block for connecting the machine to the motherboard. It is different between models with single fan (AH1, AH3, AH5) and models with double fan (AH7, AH9). Each unit must be connected through a connection box. \Display"
